title	text
iceland is melting	(cnn the land of fire ice is on the brink fly over iceland's most famous natural wonders and discover how climate change could make it all disappear.
an island's future tied to farming crops from the past	(cnn off the coast of georgia lies a quiet island accessible only by boat and home to about 50 year-round residents all descendants of slaves sapelo island is a tangle
tate britain displays grenfell tower victim's art	london cnn a photograph by khadija saye one of the residents who died in the fire that destroyed london's grenfell tower is now on display at tate britain saye who
one dead bridge damaged during fire on interstate in jonesboro	√ one dead bridge damaged during fire on interstate in jonesboro jonesboro kfsm Ä a semi truck driver died tuesday june 27 morning after running into the base of a
on stage with the phantom of the opera'	new york city cnn almost 18 million people have watched the longest running show on broadway the phantom of the opera but none of them have seen it like this
what's really behind trump's poor person comment opinion)	story highlights president trump touted wealth of two cabinet members as part of their qualifications he said in those particular positions i just don't want a poor person. paul waldman
'power season 4 keeps you locked in suspense	(cnn no one seems trustworthy in the new season of power, least of all creator and showrunner courtney a kemp kemp is promising some shock and awe in the war
heroin crisis an emt's view from the front lines	(cnn driving through the streets of huntington west virginia with gordon merry is a stark reminder of what heroin is doing to american communities merry director of cabell-huntington emergency medical
okcupid adds feature for polyamorous users	story highlights couples linking lets couples in open relationships join profiles the feature makes it easier for singles looking to join polyamorous couples (cnn are you in an open relationship
australian majority ditches religion census shows	(cnn australia is becoming older and more diverse both culturally and religiously according to new data from the country's census while the first census in 1911 found the average australian
health care bill shameful, harmful, medical groups say	(cnn republicans may be jubilant that revamped health care legislation finally passed the house on thursday but many of the professional associations that represent america's health care workers are clearly
the rise of the prefab home	(cnn from gold-rush california to post-blitz london prefabricated or prefab housing has experienced a few booms throughout history particularly when society is in need of quick and cheap living solutions
blind skier races up to 70 mph	(cnn danelle umstead can't see when she skis down a mountain instead the visually impaired alpine ski racer relies on her husband and guide rob to get her down safely
cheick tiote memorial service to be held for ivory coast star	story highlights memorial service to be held for cheick tiote beijing enterprises player collapsed in training june 5 made over 50 international appearances for ivory coast (cnn chinese club beijing
guns kill nearly 1,300 us children each year	(cnn rambunctious third-graders filled a classroom in seattle on a crisp autumn day one of the students dropped his backpack and horror ensued that student had brought a parent's gun
callan evil losers' really president trump?	story highlights paul callan after a horrific attack in britain the best label trump can come up with for terrorist is evil loser? the term is a well-worn insult from
more women are signing up to run but will they succeed?	kelly wallace is cnn's digital correspondent and editor-at-large covering family career and life read her other columns and follow her reports at cnn parents and on twitter kellywallacetv (cnn republican
could these stacked homes solve hong kong's housing crisis?	(cnn with space at a premium hong kong architects have for the past 60 years been tasked with building upwards not outwards while that's unlikely to change anytime soon this
hospice at age 4	(cnn we enrolled our daughter in hospice when she was 4 the age when most kids start preschool julianna had a severe form of cmt a neuromuscular disease and the
house russia investigators interview john podesta	story highlights john podesta was hillary clinton's 2016 presidential campaign chairman house investigators sent out invites last week to six witnesses (cnn hillary clinton's 2016 presidential campaign chairman john podesta
my argument with justice antonin scalia opinion)	sister helen prejean a sister of st joseph ministers to prisoners on death row she is the author of dead man walking the views expressed are her own (cnn i'm
listening for the amphibian apocalypse	john d sutter is a columnist for cnn opinion who focuses on climate change and social justice follow him on snapchat facebook and email this story is part cnn's vanishing
what a shot 33 amazing sports photos	photos what a shot 33 amazing sports photos kevin durant waves to the crowd in oakland california during the golden state warriors victory parade on thursday june 15 durant was
johnny depp when was the last time an actor assassinated a president?'	"(cnn johnny depp has apologized for a remark he made about assassination ""i apologize for the bad joke i attempted last night in poor taste about president trump, he said"
south of the border us expats have a different take on mexico	san miguel de allende mexico cnn while politicians in washington debate building a wall between the united states and mexico americans who've moved south of the border have a different
sources disabled work program mired in fraud	(cnn the nation's premier federal program that provides work for people who are severely disabled is mired in widespread corruption financial fraud and violations of the law numerous sources tell
heroin in america the scarring of the next generation	huntington west virginia cnn sara murray tends to two dozen babies in the neonatal therapeutic unit at cabell huntington hospital they shake they vomit their inconsolable high-pitched screams pierce the
the home of wealth in africa	story highlights wealth per capita more than double closest rival favorable business environment and luxury lifestyle key zimbabwe and nigeria see declines (cnn the wealthiest people in africa are strolling
60 uk high-rises fail fire safety tests after grenfell disaster	london cnn at least 60 high-rise buildings across the uk have failed safety tests in the wake of the catastrophic fire that swept through grenfell tower in west london on
prescription heroin gets green light in canada	story highlights health canada will allow doctors to prescribe heroin as treatment for severely addicted people the trudeau government will sponsor a summit to address the issue of opioid addiction
the suitcase to consider when you're going away	not many successful businesses start with a luggage fail but when jen rubio called her friend and former colleague steph korey for advice on a replacement suitcase they quickly spotted
k-pop superstar cl on her fight to break america	this documentary was commissioned by cnn style and directed by award-winning filmmaker dave meyers (cnn her videos on youtube are viewed by millions american fashion designers alexander wang and jeremy
america's only metric road	only three nations do not use the metric system today myanmar liberia and the united states but calling america a nonmetric nation is somewhat of a misnomer the united states
u.s conducts precision airstrikes iin somalia under expanded authority	story highlights us africa command eight al-shabaab militants killed strike was first under expanded authority approved by president trump in march atlanta cnn the pentagon said it conducted an air
eating fried potatoes linked to higher risk of death study says	(cnn how your spuds are cooked is key to your health people who eat fried potatoes two or more times a week double their risk of an early death compared
robots attend school in place of sick kids	"springvale maine cnn leslie morissette's son graham was 6 years old when he was diagnosed with leukemia ""we spent two years pretty much in and out of the hospital, morissette"
new tower will have london's first climbing window'	this article was originally published by the spaces a digital publication exploring new ways to live and work (cnn details of new london workplace concept twentytwo have been revealed and
the kurdish women fighting isis	story highlights jacob russell's intimate photo essay follows kurdish female fighters he says the images of these peshmerga have an important social political role cale salih is a visiting policy
bill cosby says he isn't planning a sexual assault tour'	"story highlights bill cosby's publicists had said he would speak at town halls this summer ""i just don't think the timing is right, his attorney said (cnn bill cosby is"
ivanka trump spotlights global human trafficking	washington cnn ivanka trump who serves as a top adviser to president donald trump used her platform tuesday to shine a light on human trafficking which she called an ugly
how nasa recreates the wonders of space on earth	(cnn nasa's jet propulsion laboratory jpl) a cluster of concrete 1970s-style buildings nestled among the san gabriel mountains in pasadena is the birthplace of some of humanity's most astounding achievements
savannah georgia southern charm deadly streets	savannah georgia cnn shoppers happily stroll the sidewalks of savannah's open-air city market the sweet smell of freshly made pralines provides an inviting aroma across the historic district and horse-drawn
gun violence studies based on flawed data research says	(cnn researchers and some media reports have suggested a so-called medical triumph is happening in american hospitals because homicide rates have decreased despite a rise in gun violence but the
gop senators meet with trump on health care	chat with us in facebook messenger find out what's happening in the world as it unfolds.
the slants show full meaning of free speech opinion)	story highlights jeff yang freedom of expression and protection of the oppressed can coexist people should follow the slants example and do the work to defend them both jeff yang
mindful eating losing weight by being aware of your hunger	kathryn hutchinson a 52-year-old retired teacher was accompanying her father to a doctor's appointment last year when his doctor recommended that hutchinson make an appointment of her own hutchinson was
the massacre that didn't happen	waseca minnesota cnn john david ladue cradled the homemade bomb in a tree not far from school it was summer 2013 and classes were out the perfect time to test
scottish government shelves plans new independence vote	story highlights calls for fresh referendum on scottish independence put on hold scottish national party leader nicola sturgeon says she will revisit plans later next year (cnn scottish national party
help iraqis displaced by fight for mosul	story highlights aid groups are helping civilians fleeing the embattled city of mosul mosul is the largest city under isis control (cnn in 2014 isis captured mosul iraq's second-largest city
what fdr knew about the ringling bros circus opinion)	val lauder a former reporter for the chicago daily news and lecturer at the school of journalism and mass communication at the university of north carolina-chapel hill is the author
can sitting cancel out the benefits of exercise?	story highlights research shows that prolonged sitting may be harmful even if you exercise regularly at work stand for a few minutes every half-hour perhaps during phone calls coffee breaks
hummus with pine nuts recalled amid listeria fears	story highlights three brands of hummus made by house of thaller are being recalled the pine nuts may be contaminated with listeria listeria can cause serious illness especially in pregnant
david axelrod a surprise request from justice scalia	story highlights the former senior adviser to president obama recalls when scalia asked for the appointment of a justice who is a stalwart liberal scalia knew obama wouldn't pick a
the forgotten victims of gun violence	'too afraid to ask a brother's death at columbine 1999 left alone with her parents christine mauser worked hard not to fall apart if she had to she tried to
managing side effects of multiple sclerosis treatment	managing side effects of multiple sclerosis treatment by christopher iliades md was this helpful 2 multiple sclerosis ms drugs developed over the last two decades can change the course of
greyfield inn chef stays true to cumberland's roots cnn.com	lyric lewin cnn Ä updated 16th march 2017 cumberland island cnn Ä when whitney otawka walked into a restaurant in berkeley to apply for a job waiting tables she couldn't
how to put a stop to north korea's brazen impunity opinion)	john sifton is the asia advocacy director at human rights watch the opinions expressed in this commentary are his (cnn the death of otto warmbier a 22-year-old student from ohio
president stephen colbert in 2020 opinion)	dean obeidallah a former attorney is the host of siriusxm radio's daily program the dean obeidallah show and a columnist for the daily beast follow him deanofcomedy the opinions expressed
compression tights do they make you a better runner?	story highlights compression tights don't help runners go farther or faster according to a new study they may provide a mental boost which can be just as important for a
premature baby's mom writes poem to hospital staff	(cnn maegan sheiman and her husband josh just wanted to have a baby but it was never going to be that simple the quest to grow their family has been
the shell-shocked white working class opinion)	stephanie coontz teaches history at evergreen state college and wrote the newly revised the way we never were american families and the nostalgia trap the opinions expressed in this commentary
david axelrod barack obama's legacy can't be erased	david axelrod is cnn's senior political commentator and host of the podcast the axe files he was senior adviser to president barack obama and chief strategist for the 2008 and
panama ditches taiwan in favor of beijing	(cnn taiwan has expressed deep anger and regret after losing one of its few diplomatic allies deepening the island's international isolation china announced tuesday that it had established ties with
should dating apps have hiv and other std filters?	(cnn after uploading those carefully selected profile photos and writing a well-crafted personal bio for a dating app you're now thinking what type of person am i actually looking for?
the abolitionist fighting to free mauritania's slaves	london cnn a modest office block squeezed between a doctor's surgery and a south london housing project is an unlikely setting to find a man described on time's most recent
qatar crisis is a mess the middle east could do without opinion)	chris doyle is the director of the council for arab-british understanding a london-based nongovernmental organization the opinions expressed in this article belong to the author (cnn the middle east is
canadian climate change study cancelled because of climate change	story highlights arctic sea ice has traveled farther south than normal along newfoundland's northeast coast an icebreaker has been repeatedly diverted to take part in rescue operations (cnn a 17
colorado dad aims to ban smartphone sales to preteens	(cnn a colorado father is petitioning to make the sale of smartphones for children under 13 illegal in his state after witnessing his young sons addictive behaviors toward the technology
millions could lose insurance under republican obamacare repeal bill s&p reports	up to 10 million people could lose coverage under the republican legislation to repeal major portions of obamacare according to a new s&p global report the bill unveiled earlier this
non-cow milk linked to shorter kids study suggests	(cnn children who drink dairy alternatives like soy almond or rice milks are slightly shorter than their peers who drink cow's milk according to a new study the study published
donald trump brings out the worst in people	frida ghitis is a world affairs columnist for the miami herald and world politics review and a former cnn producer and correspondent follow her fridaghitis the opinions expressed in this
the mask that allows firemen to see though smoke	if you think it's the flames or the heat that's understandable those are dangerous too but both from a victim's and a firefighter's perspective the deadliest enemy is smoke smoke
the truth about the white working class a mosaic	washington cnn on the surface ann bryant and jennifer gibson could not be more alike both are white women without college degrees both live in north carolina both think america's
steve scalise released from intensive care unit	story highlights scalise has made good progress and is out of the intensive care unit alexandria shooting victim matt mika is also in good condition and expected to make full
the real terror threat in america is homegrown	story highlights orlando mass killing fits grim pattern of homegrown terrorism writes peter bergen since 9/11 every attack on u.s soil was carried out by citizen or legal permanent resident
review the beguiled serves up old-fashioned charms	(cnn the beguiled has a throwback feel that goes beyond its debt to the creepy 1971 film starring clint eastwood writer-director sofia coppola has produced a small-scale movie that exalts
older dads have geeky sons study says	story highlights male children with older fathers are more likely to be geeky according to a new study the study found that being geeky is 57 inherited from the parents
why we can't stop body-shaming	good luck to you these days any sign of body imperfection particularly being overweight will bring down the wrath of society that is the internet in recent weeks comedian amy
loren james hollywood stuntman dead at 85	(cnn legendary stuntman and stunt coordinator loren janes who doubled for steve mcqueen for the actor's entire career as well as for paul newman jack nicholson and even debbie reynolds
sarah palin sues new york times	sarah palin has sued the new york times for defamation the former alaska governor and vice presidential candidate filed a lawsuit against the times on tuesday alleging that a recent
how our trash is destroying paradise	midway atoll north pacific ocean cnn the distance from humanity yawns out in front of you when you stand on the pale sands of this tiny pacific island midway atoll
running for Ä not from Ä mental illness	6 people 3,100 miles 5 million steps meet the runners crossing the country with a message of hope for those suffering from depression addiction and other disorders by cnn photographs
uk reveals plans for eu citizens after brexit	london cnn british prime minister theresa may has revealed details of her proposals for the rights of eu citizens hoping to remain in britain after the country's departure from the
'dry drowning story saves another boy	story highlights gio vega age 2 was saved from dry drowning this week his father read the story of frankie delgado and rushed his son to the doctor (cnn the
moderate drinking may alter brain study says	(cnn drinking in moderation can help our health some research has showed many doctors recommend a glass of wine or beer a night as part of diet plans such as
how radical tattoos helped her fight breast cancer	"""i was only 36 years old and i was single, she said i just couldn't process anything he was saying. she worked full-time as a special-education teacher in new jersey"
bella bond trial gives disturbing glimpse into heroin addiction	(cnn michael mccarthy is the only person on trial for the murder of bella bond the 2-year-old toddler whose body was found in a trash bag two years ago near
sleep apnea treatment is crucial experts say	fisher also had cocaine methadone ethanol and opiates in her system sleep apnea is when a person stops breathing while sleeping for 10 seconds to a minute or longer this
in sessions hearing gop senators sought truth dems sought to wound trump opinion)	alice stewart is a cnn political commentator and former communications director for ted cruz for president the views expressed in this commentary are solely those of the author (cnn a
one td allowed ever undefeated usa women's tackle football team wants respect	image via usa football her father mike coaches the howard university football team and her brother brandon has a super bowl ring but neither man inspired kristen london to start
extreme course obstacle races for families	story highlights some race organizers offer shorter and less challenging routes just for the kids to race the family can bond by training together and finishing the race this story
school fundraising letters signed by fictitious boy	story highlights st joseph's indian school raises over 50 million annually from donations it sends waves of mailings across the country asking for help a native american leader denounces the
where are you really from try another question opinion)	tanzina vega covers race and inequality for cnn money follow her on twitter tanzinavega the opinions expressed in this commentary are her own (cnn for many americans making small talk
damien hirst accused of copying african art	story highlights hirst's latest exhibition features a golden head reminiscent of ancient african art exhibition curator says the ife kingdom is referenced and the show tells a story (cnn english
george takei on this remembrance day i hear terrible echoes of the past	george takei is an actor and activist his broadway show allegiance screens across cinemas in the united states on the day of remembrance february 19 follow him on twitter georgetakei
11 children what can they teach us?	about the series cnn worked with tuesday‚Äôs children an organization formed after the 9/11 terrorist attacks to interview and survey dozens of teens and young adults who lost a parent
italian white truffles on the hunt in tuscany's hills cnn.com	words by maureen o'hare cnn video by leila hussain for cnn Ä updated 23rd march 2017 editor's note Ä (cnn Ä on a misty italian morning we crunch our way
tesla car doors can be hacked	hackers can unlock a high-tech tesla car door by using the same run-of-the-mill techniques they use to crack open computers that's according to security researcher nitesh dhanjani who spoke about
sniper hits isis target from over 2 miles away	story highlights the unnamed marksman was part of canada's elite joint task force 2 special operations unit a shot from 3,540 meters or about 2.2 miles would eclipse the previous
5 faqs about immunotherapy for renal cell carcinoma	5 faqs about immunotherapy for renal cell carcinoma by jennifer l.w fink rn bsn was this helpful 9 kidney cancer is one of the 10 most common cancers in both
when it comes to health care which country does it best?	(cnn in a doctor's waiting room in south london sit three people of varying ages and ethnicities waiting among a sea of empty green plastic chairs it's tuesday afternoon in
could this smog-eating tower end pollution in china?	beijing china cnn one of the 21st century's bleakest problems air pollution leads to the premature death of 3 million people every year according to a study published in the
chernobyl monitoring system hit by global cyber attack	(cnn the automatic radiation monitoring system at the chernobyl nuclear power plant was hit by a cyberattack tuesday and monitoring was being carried out manually according to a ukrainian federal
otto warmbier's family declines autopsy	story highlights no conclusions drawn about cause of death pending additional review coroner's office says otto warmbier died days after he was returned to united states from north korea (cnn
raising a good person in a digital world	as parents we have many hopes for our kids we want them to grow up to live happy successful lives we hope they'll find love maybe have kids of their
negotiation nation brexit means britain needs to rethink over 600 treaties	the u.k must rethink 600 treaties britain is marching itself out of the european union a divorce with major implications for trade and the country's economy one consequence leaving means
celebrating eid a healthy way to break the fast	photos a perfect feast to break the fast but after prolonged periods of fasting some strategic eating may prove beneficial in order to enjoy the multitude of food on offer
'how modern slavery is destroying the environment'	we all know that transportation contributes to climate change cars buses airplanes all the different ways we move around powered by fossil fuels push co2 into the air anything we
nick fairley out for 2017 with heart condition career could be over	joe robbins/getty images the new orleans saints announced monday they placed defensive tackle nick fairley on the reserve/non-football illness list which ended his 2017 season fox sports jennifer hale reported
cnn opinion's best of 2016	(cnn amid the twists and turns of a tumultuous year readers came to cnn opinion for context insight and fresh perspectives on politics and social issues worldwide the presidential election
cartoon views from around the world	photos the first 100 days of trump's presidency lichuan xia is an editorial cartoonist and graphic designer in china hide caption 1 of 12 photos the first 100 days of
the old man and the bee	john d sutter is a columnist for cnn opinion who focuses on climate change and social justice follow him on snapchat facebook and email this story is part of cnn's
cancer survivor republican has change of heart on obamacare	story highlights tiffany koehler we all want to thrive and make america great again koehler's cancer care and treatment so far has cost more than 1 million hartford wisconsin cnn
naval station norfolk largest navy base in the world turns 100	please enable javascript to watch this video norfolk va the world's largest navy base naval station norfolk is celebrating 100 years of service to the country on june 28 1917
irs scam costing victims 15 million	(cnn they are very convincing when they call they have a washington phone number and can cite your financial history down to the cent they say you're under investigation in
'from the ashes, nobody speak mine politics of coal free press	two topics very much in the headlines are the subject of documentaries this weekend offering deep dives into sources of conflict in donald trump's presidency from the ashes examines political
couple adopts infants with special needs 88 of them	the laundry is folded in dozens of neat stacks hundreds of shoes are tucked away dinner is cooking in several crockpots and 20 kids will soon sit down for the
otodo gbame landmark ruling gives lifeline to evicted lagos residents	story highlights lagos high court ruled that the forcible eviction of thousands of families was unconstitutional according to legal campaign group justice and empowerment initiative 30,000 families lost their homes
immigration alabama town mirrors us class divide	it's no surprise that some in albertville have trouble adjusting to the influx of immigrants restaurant owner reggie daniel says they don't even like it if you change the menu
how women in saudi arabia are using youtube to push the boundaries of social expression	with nearly half a million subscribers on youtube sajer pictured below is part of a media revolution that has seen the kingdom achieve the highest youtube watch time per capita
ways to help ongoing migrant crisis	story highlights unhcr reports at least 1,770 refugees and migrants have died this year crossing the mediterranean sea organizations like care and samaritan's purse have taken action to help (cnn
do video games lead to violence?	(cnn the 18-year old gunman who killed nine people in munich germany on friday was a fan of first-person shooter video games according to reports this detail in the unspooling
after fighting for her daughter's life mom fears gop health care bill	"""we're not deadbeats, said rebecca wood 38 who lives with her husband and daughter in charlottesville virginia wood has a message for republican lawmakers in washington who have proposed dramatic"
7 radical concept cars by industry outsiders	photos autos industry outsiders intriguing new concepts tesla t1 Ä six students from the ied barcelona design school were tasked with creating a futuristic race car for the 2030 le
poisoned teens struggle to eat walk	(cnn as two delaware teens recovering from pesticide poisoning struggle to eat walk and sit up on their own an investigation into what went wrong highlights failures on several levels
women sent silicon valley a message will it listen opinion)	story highlights peggy drexler caldbeck's indefinite leave of absence is the latest in a string of resignations in silicon valley his leave is a sign women who experience workplace harassment
a catholic reads the bible week 42	this is week 42 of a yearlong series a catholic reads the bible read week 1 week 2 and week 3 laura bernardini is director of coverage in cnn's washington
the emoji japan's most transformative design?	professor vyvyan evans is an internationally renowned expert on language and digital communication he has published 14 books on language meaning and mind this is an edited excerpt from his
what a shot 24 amazing sports photos	photos what a shot 24 amazing sports photos golden state's kevin durant and stephen curry celebrate during game 2 of the nba finals on sunday june 4 golden state defeated
your son needs to read stanford rape victim's letter	mel robbins is a cnn commentator legal analyst best-selling author and keynote speaker in 2014 she was named outstanding news talk-radio host by the gracie awards this commentary has been
addiction recovery how art helped saved recovering addict	"(cnn when brian menish was a teenager in virginia he always got trashed at parties ""when i got drunk for the first time it felt like the key a magical"
alton sterling‚Äôs children to file lawsuit against Äòseveral parties‚Ä involved in sterling‚Äôs death	√ alton sterling‚Äôs children to file lawsuit against Äòseveral parties‚Ä involved in sterling‚Äôs death baton rouge Ä alton sterling‚Äôs children are expected to file a lawsuit this morning against several
serena williams on becoming a mom	story highlights serena williams talks opens up about her pregnancy and romance with alexis ohanian in the august issue of vanity fair the tennis pro says she has done little
flesh-eating bacteria a marine veteran's life over limb battle	"(cnn cindy martinez joined the marines when she was 17 years old ""when you go through marine corps boot camp or any type of training in the military you're trained"
the new golden age of food photography	(cnn it's been six years since the gourmand's first issue was published these days there are plenty of journals and magazines not to mention websites instagram accounts and blogs that
dolly parton's passion isn't just music...	story highlights dolly parton started the imagination library in 1995 imagination library provides free books to preschool-aged children charity has distributed almost 85 million books (cnn dolly parton is the
turkish police break up istanbul lgbtq pride rallies	istanbul cnn tear gas and rubber pellets marred pride rallies in istanbul sunday as lgbtq supporters took to the streets in defiance of a parade ban the istanbul governor's office
father arraigned in student's shooting death 4 others charged	at least five people have been charged in the shooting death of a freeland teen including the teen's father police said 16-year-old michael dennis died from a fatal gunshot wound
places to stay for the 2017 solar eclipse cnn.com	chris dwyer and katia hetter cnn Ä updated 23rd june 2017 (cnn Ä on a single day in august the sun will disappear behind the moon and sky watchers in
tate modern celebrates trailblazer georgia o'keeffe	(cnn american artist georgia o'keeffe may be best remembered for her close-up paintings of flowers which are often incorrectly assumed to be female genitalia) but this year britain's tate modern
manhattan home prices soar to median 972,000	while home prices in other parts of the country are still 20 below their housing boom peak demand for large luxury apartments has helped home prices in manhattan almost fully
pre-existing conditions pregnancy sleep apnea could make you pay more	(cnn millions of americans are uncertain about their future as a new health care bill heads to the senate the american health care act would shake things up it could
the four big questions about donald trump opinion)	michael d'antonio is the author of the new book never enough donald trump and the pursuit of success st martin's press) the opinions expressed in this commentary are his (cnn
ivanka trump has a lot to learn opinion)	story highlights ivanka trump on fox and friends i don't profess to be a political savant so i leave the politics to other people. jill filipovic trump's statement is an
after baseball attack the hate in politics has got to go opinion)	douglas heye is a cnn political commentator and former deputy chief of staff to then-house majority leader eric cantor the opinions expressed in this commentary are his own (cnn shortly
strippers at south african prison prompt investigation	story highlights the photos circulated on social media south africa's top prison official condemns the event (cnn the head of south africa's corrections department promised an immediate investigation monday after
how to help with the flint water crisis	story highlights in september 2015 virginia tech recommended michigan declare flint's water unsafe for drinking or cooking michigan governor rick snyder declared a state of emergency in genesee county on
cnn obtains undercover video from raqqa	chat with us in facebook messenger find out what's happening in the world as it unfolds.
japan's tsukiji fish market to become a food theme park cnn.com	maggie hiufu wong cnn Ä updated 21st june 2017 (cnn Ä are tuna carousels and spinning matcha cups the future of tokyo's beloved tsukiji fish market the fate of the
russian ambassador sergey kislyak is leaving us	story highlights he's been at the center of a firestorm over contacts with trump team kislyak's replacement as ambassador is anatoly antonov (cnn the russian ambassador to the us at
bill clinton there are no great generations just different problems	the former president on climate change curiosity and what it means to be a leader the office where i met clinton high in the un headquarters building belongs to another
fareed zakaria liberals think they're tolerant but they're not	story highlights fareed zakaria says freedom of speech is not just for ideas we find comfortable zakaria conservative voices and views are being silenced (cnn fareed zakaria said saturday that
uber driver accused of kidnapping raping unconscious passenger cbs los angeles	los angeles cbsla.com Ä police monday were looking for more possible victims of an uber driver accused of sexually assaulting a woman he picked up in downtown los angeles alaric
phoenix woman gives birth onboard spirit airlines flight story	a 36-week pregnant phoenix woman gave birth onboard a spirit airlines flight after telling flight attendants she wasn't feeling well about thirty minutes after takeoff according to a spirit airlines
raqqa secret video shows isis losing chokehold	(cnn at first the video shows a seemingly normal urban life men and women shopping in the streets with steady traffic passing by them a closer look shows this is
review baby driver clicks on all cylinders	(cnn as sharply executed as a hairpin turn baby driver is a crackling-good ride one that organically weaves music and humor into a slick showcase for its cast despite a
the last thing america needs is a war opinion)	frida ghitis is a world affairs columnist for the miami herald and world politics review and a former cnn producer and correspondent the views expressed in this commentary are her
bound by terror i've got you'	philadelphia cnn she faced her father's killers in a courtroom and realized the al qaeda militants held no power he put osama bin laden's image on a punching bag and
liu xiaobo nobel prize winner and chinese dissident granted parole	story highlights liu has been serving an 11-year jail sentence inciting subversion of state power he was awarded nobel peace prize while in prison in 2010 beijing cnn jailed chinese
'it tears me up: trophy shop immortalizes fallen soldiers	'it tears me up: trophy shop.. pasco wash a local trophy shop is donating thousands of dollars and work hours to remember lives lost in the back of sandy‚Äôs trophies
who put this here?	(cnn our time is beset by a special kind of anxiety the media and the internet have become personal intravenous hookups to images of crisis violence disaster political upheaval fed
this is how the nra loses	(cnn he was a frail silver-haired man with thick glasses who sold limes on a corner in miami's cuban community but passers-by knew that orlando bosch was no ordinary vendor
parent acts how to deal with defiance	kelly wallace is cnn's digital correspondent and editor-at-large covering family career and life read her other columns and follow her reports at cnn parents and on twitter kellywallacetv (cnn just
practicing islam in catholic cuba	story highlights joan alvado photographed muslims in cuba where most of the people are catholic he says cuban muslims are constantly learning about their new religion (cnn most of the
great sex linked to heart disease for older men but not women	(cnn if you're an older man in a relationship and you have sex once a week or more you may be twice as likely to have a heart attack stroke
	
senate republican health bill pay more in premiums get less coverage	need to see a doctor get ready to pay more if the senate health care bill becomes law republicans in the senate say they are trying to make health care
imagine a world without giraffes	john d sutter is a columnist for cnn opinion who focuses on climate change and social justice follow him on snapchat facebook and email this story is part of cnn's
remembering fan ho hong kong street photography master	(cnn a handsome well-coiffed man carries a tray of tofu through the streets of hong kong workers squat on concrete steps picking at their lunches with chopsticks an old woman
what a shot 29 amazing sports photos	photos what a shot 29 amazing sports photos washington's bryce harper hits san francisco's hunter strickland in the face after being hit with a pitch during a major league baseball
here's a partial list of all the pre-existing conditions the gop bill may not cover	the new health care bill the american health care act could weaken protections for those with pre-existing conditions aka a health problem you had before the date that new health
secretary tom price wants to fix us healthcare	(cnn while president donald trump insisted congress repeal obamacare within his first 100 days the legislation was rushed according to his health and human services secretary dr tom price and
after 9/11 turbans made sikhs targets	(cnn earlier this month prabhjot singh sat down with his 4-year-old son hukam and tried for the first time to explain the horrific incident that altered the manhattan family's life
what does gender-fluid mean?	(cnn for some people gender is not just about being male or female in fact how one identifies can change every day or even every few hours gender fluidity when
salvador dali's remains to be exhumed madrid court says	story highlights a spanish woman claims that the surrealist artist is her father the remains of dali who died 28 years ago are to undergo dna tests (cnn a madrid
gupta dea's missed opportunity on medical marijuana	(cnn there is really just one salient question when it comes to today's decision by the drug enforcement administration to expand the number of growers of research-grade marijuana while still
qatar told by arab states to close al jazeera report says	abu dhabi united arab emirates cnn four arab states that have boycotted qatar have handed the country a list of 13 demands including some likely to infuriate doha and exacerbate
senate bill abandons tens of millions of americans opinion)	denis mcdonough was chief of staff to president barack obama from 2013-2017 kristie canegallo was deputy chief of staff to president barack obama and oversaw health care policy and implementation
southwest is broiling are you paying attention president trump?	jill filipovic is a journalist based in new york and nairobi kenya and the author of the new book the h-spot the feminist pursuit of happiness follow her on twitter
superbenches world's top designers reinvent the classic park bench	(cnn the park bench is a familiar and often overlooked design that exists in cities across the world typically designed to have mass appeal and manufactured from materials that can
eu slaps google with record 2.7 billion fine	european union regulators slapped google with a record Ç¨2.4 billion $2.7 billion antitrust fine on tuesday the latest broadside fired at big american tech companies doing business in the region
most u.s beers to get calorie and ingredient labels	story highlights major brewers are voluntarily adding labels with nutrition facts this will effect more than 81 of the total volume of beer sold in the united states (cnn the
#flytofreedom you can help end modern slavery	(cnn you might think slavery is a thing of the past but it's all around us there are between 20 million and 36 million slaves in the world right now
why farmers and scientists are rushing to save citrus	there was a time when matt mclean stood amid orange trees off highway 27 and saw gold citrus was king in lake county and a soaring observation tower offered panoramic
in castile shooting a 4-year-old gives her mother the talk opinion)	story highlights issac bailey 4-year-old girl's cautioning of mother after castile shooting is tragic turned-on-its-head version of the talk he says girl's pleading was logical end to respectability politics pressed
germany to quash convictions for homosexuality pay compensation	story highlights germany's paragraph 175 law criminalized homosexuality it remained on the books until 1994 (cnn gay men prosecuted in germany under a longstanding anti-homosexuality law are expected to have
what a shot 33 amazing sports photos	photos what a shot 33 amazing sports photos kevin harvick and his crew celebrate in victory lane after winning the nascar cup series race in sonoma california on sunday june
undocumented	
sheriff to shorten sentences for inmates who rescued fallen deputy	story highlights six inmates will receive shortened sentences the deputy has made a full recovery (cnn inmates in georgia are getting their sentences shortened for helping a sheriff's deputy who
guatemala earthquake magnitude 6.8 temblor causes some damage	story highlights colonial capital of antigua guatemala suffers some damage in the quake so far no reports of injuries the country's emergency management system says (cnn a magnitude 6.8 earthquake
dear ted cruz...	judy gold is a stand-up comic in new york actress writer and winner of two emmy awards she is the host of the podcast kill me now, available on cbs
