title	text
donald trump china effort on north korea has not worked out’	president donald trump appears disappointed in china’s efforts to stop continued aggression from north korea.
netanyahu denies wsj report claiming israel gives aid to syrian rebels	tel aviv prime minister benjamin netanyahu on monday denied a wall street journal report that israel has been providing rebel groups in syria with secret funds fuel food and medical supplies.
iranian official on syrian attack israel should worry’	tel aviv a senior iranian official said monday that tehran’s retaliatory strike against the islamic state in syria was also a warning to israel and the jewish state has reason to worry.”
tour group that led otto warmbier to his death keeps north korea trips bans americans	young pioneer tours a travel operation that brings western communist sympathizers into north korea cuba and other danger zones announced tuesday it will no longer accept americans on its trips to north korea following the death of otto warmbier.
fred fleitz the north korean government murdered otto warmbier as obama administration did almost nothing’	fred fleitz senior vice president for policy and programs at the center for security policy and former cia analyst joined breitbart news daily siriusxm host alex marlow on tuesday to discuss the death of otto warmbier just days after returning from north korea he also talked about the possibility that loretta lynch will testify before the senate judiciary committee.
marine gen dunford u.s troops can take care of themselves if russians attack in syria	chairman of the joint chiefs of staff marine gen joseph dunford cautioned against talk of world war iii after a u.s military plane shot down a syrian regime fighter jet over the skies of syria on sunday.
horowitz: have you no shame? a pressing question for anti-trump democrats and republicans alike	throughout the six months of trump’s embattled presidency one can only be struck by the failure of anti-trumpers both left and right to acknowledge that a judgment of theirs may have been too hasty not to say embarrassingly wrong yet to those not gripped by anti-trump passions it seems obvious that there have been many such instances where second thoughts were in order.
russian fighter makes provocative erratic approach within 5 feet of u.s recon plane	u.s military officials told fox news on tuesday morning that an armed russian su-27 fighter jet flew within 5 feet of an unarmed american rc-135 recon plane over the baltic sea on monday.
iran china hold joint military drills in persian gulf	state sponsor of terror iran and communist china began holding a joint military exercise in the persian gulf this week where provocative clashes between the u.s navy and ships from the islamic republic have escalated in recent years.
world view iran scores strategic victory in syria with land route from tehran to mediterranean	contents iran scores strategic victory in syria with land route from tehran to mediterranean russia warns us that its jets in eastern syria will be treated as targets
saudi arabia says it captured three iranians attempting attack	(afp saudi arabia said on monday that it captured three iranian revolutionary guards aboard an explosive-laden boat heading to an oil platform in the gulf further ratcheting up tensions in the region.
report anti-semitic views backed by half of austria’s muslim youth	almost 50 per cent of newly-arrived young austrian muslim migrants hold anti-semitic views a new study published by the university of teacher education in vienna reveals.
lawsuit claims san francisco state university exhibits pattern of anti-jewish animus’	san francisco state university sfsu was hit by a lawsuit on monday brought by students and local community members accusing the school of an extremely disturbing and consistent pattern of anti-jewish animus.”
u.s aircraft carrier to dock at israeli port	the algemeiner reports jns.org the uss george h.w bush aircraft carrier will dock in israel’s haifa bay next month for the first time in 17 years ahead of participating in military air campaigns against the islamic state.
iran protests against tillerson transition remarks	iran has called in the swiss charge d’affaires who looks after us interests to protest against comments by secretary of state rex tillerson backing peaceful transition in the islamic republic.
report palestinians lowball expectations ahead of trump peace push	palestinian officials have cautioned the white house not to rush into direct indirect or even proximity talks without a framework for a peace deal with israel in mind that will govern where the new effort is going the jerusalem post has learned.
trump envoy jason greenblatt slams intolerable violence following palestinian terrorist attack	washington one of us president donald trump’s envoys charged with spearheading new israeli-palestinian peace talks decried the murder of an israeli border guard in a terror attack outside jerusalem’s old city last friday.
israeli sources iran missile strike in syria missed targets	iran’s much-vaunted missile strike on islamic state targets in syria late sunday was a flop with six of the seven medium-range missiles it fired failing to hit their target israeli sources said monday.
uss fitzgerald collision japan says first distress calls took an hour to arrive	japanese coast guard investigators are trying to figure out why it took nearly an hour for a distress call to be made after a u.s destroyer suffered a collision with a philippine-flagged merchant ship last week leaving seven american sailors dead.
taliban again claims it infiltrated afghan forces wounding 7 u.s troops	american troops in afghanistan have suffered a second insider attack in just days as an afghan counterpart wounded seven u.s troops over the weekend the taliban again claimed to have infiltrated the u.s taxpayer-funded afghan national defense and security forces andsf).
report libya’s haftar militias burn 6,000-plus books accused of promoting jihad	armed groups loyal to the leader of the opposition to the united nations-backed government in libya former gen khalifa haftar reportedly burned more than 6,000 books that allegedly promote jihadi ideology affiliated with the islamic state isis/isil and the muslim brotherhood mb).
indonesian nomads convert to islam to qualify for government benefits	the tiny orang rimba tribe in indonesia converted to islam in january in order to qualify for government benefits which the tribesmen said are sorely needed to cope with the erosion of their way of life.
brazil suspends sales of tear gas to venezuela amid increasing police violence	the brazilian government has suspended sales of tear gas to venezuela amid increasing police violence reuters has reported.
philippines military demands tougher immigration processing to keep terrorists out	the armed forces of the philippines afp) currently embroiled in an operation to eradicate the islamic state from the southern city of marawi have called for legislators to toughen the nation’s immigration laws so as to prevent foreign jihadists from entering the country and supporting local terrorist groups.
russia releases satellite photos of bunker where islamic state leader allegedly died	russia’s defense ministry released satellite photos over the weekend purportedly showing the ruins of the islamic state command bunker where isis caliph abu bakr al-baghdadi was killed by an airstrike along with dozens of isis leaders.
north korea claims u.s homeland security literally mugged diplomats	north korea’s propaganda mouthpiece the korean central news agency kcna) has published a government statement accusing officials with the u.s department of homeland security of literally mugging unnamed north korean officials in new york.
judicial watch susan rice unmasking documents moved from nsc to obama library	the national security council cannot hand over records relating to former national security adviser susan rice’s surveillance of americans because they have been moved to the obama presidential library and may be sealed for as many as five years conservative watchdog judicial watch announced monday.
cuba state media violinist at trump event off-key, father killed by castro a murderer’	granma the official state newspaper of the communist government of cuba has published a column calling the father of violinist luis haza who played the star-spangled banner at president donald trump’s address last week a murderer and batista henchman.”
exclusive yemen’s iran-backed houthis accuse u.n of standing by, demand special envoy be removed	a senior official with yemen’s iran-backed houthi rebels told breitbart news that the group is refusing to deal with the u.n unless it replaces its special envoy for the region.
exclusive inside venezuela starved families scavenge for food in garbage-covered streets	caracas venezuela driving through the streets of caracas it is impossible not to notice the ubiquitous government propaganda on the sides of buildings and scores of armed police even harder to avoid however is the garbage on almost every street
otto warmbier american taken hostage by north korea dies days after return to u.s.	otto warmbier an american student detained in north korea for committing hostile acts has died his parents confirm in a statement he was 22.
kenyan archbishop tells men to lower dowries so their daughters can marry	nairobi archbishop cardinal john njue has chastised kenyan men saying they are getting in the way of their daughters marrying by demanding unreasonable dowries from their would-be sons-in-law.
jose cardenas trump put america’s cuba policy back on solid moral ground’	on monday’s breitbart news daily jose cardenas who served as acting assistant administrator for latin america at the u.s agency for international development under president george w bush strongly supported president trump’s cuba policy.
gorka syria strike consistent with trump campaign position	dr sebastian gorka deputy assistant to the president and former national security editor for breitbart news discussed president trump’s cuba policy america’s downing of a syrian warplane and the release of american hostage otto warmbier from north korea on monday’s edition of breitbart news daily.
exclusive islamic state supporters celebrate jerusalem attack allah will give us the heads of the jews’	despite skepticism from both israel’s security network and palestinian organizations that the islamic state terrorist group was somehow involved in the deadly jerusalem attack friday night is members and supporters have been celebrated the attack in an internal telegram chat and threatened that more such attacks were to be expected.
jared kushner jason greenblatt to mideast to advance israeli-palestinian negotiations	tel aviv senior white house advisor and president donald trump’s son-in-law jared kushner will travel to the middle east this week in order to advance a peace deal between the israelis and the palestinians according to a white house official.
once moderate the islamic maldives turning radical putting tourists in danger	after the disappearance of one journalist and the murder of a second government officials of the once moderate islamic maldives island chain are worried that radical islam is growing in strength putting at risk the lives of millions of western tourists who go there to soak up the tropical paradise.
russia threatens to attack u.s planes in syria following assad jet fighter shootdown	on monday morning russia’s defense ministry announced that planes from the u.s.-led coalition in syria will be treated as hostile targets west of the euphrates river the announcement was made in response to the u.s downing of a syrian warplane on sunday.
iran launches retaliatory strikes on islamic state in syria	iran’s islamic revolutionary guards corps irgc launched six missiles into the deir ez-zor region of eastern syria on sunday a province that is home to islamic state militants and civilians in retaliation for the jihadi group’s series of attacks in tehran on june 7 which left 18 dead and dozens injured.
world view u.s shoots down syrian warplane as iran launches missiles into syria	contents us coalition warplane shoots down syrian regime warplane targeting sdf iran launches missiles at isis targets in deir az-zour in major escalation
moscow stands with syria says u.s downing of warplane act of aggression’	russia’s deputy foreign minister sergei ryabkov condemned the united states on monday for shooting down a syrian warplane describing it as an act of aggression.
nfl hall of famers draw inspiration from israel trip	a number of national football league hall of famers on a visit to israel on sunday hailed the sense of family shared by israelis and their love of country.
new zealand festival apologizes for removing israel from joseph musical lyrics	new zealand production of joseph and the amazing technicolor dreamcoat sponsored by a local council has been forced to issue an apology to famed lyricist tim rice after removing israel from the lyrics to one of the songs.
israeli official on bbc jerusalem attack headline outrage these instances happen way too often’	while acknowledging the bbc’s clarification of a badly misleading headline about the terrorist attacks in jerusalem friday night foreign ministry director-general yuval rotem on sunday warned bbc consumers to be aware because these mistakes happen way too often.”
report israelis saudis in talks for palestinian visitors to fly to riyadh	the united states the palestinian authority saudi arabia jordan and israel have recently been conducting secret negotiations to coordinate the first flight of palestinian pilgrims from ben gurion airport to saudi arabia with a short layover on the way probably in jordan.
exclusive author explains how electromagnetic pulse attack can destroy north america	an electromagnetic pulse emp weapon detonated over north america’s atmosphere would strike everything within its line of vision overheating vital transformers and ultimately taking out that region’s electric grid leaving the population vulnerable to cyber and physical attacks and threatening the very lives of large portions the population.
national campaign urges trump to pressure qatar over terror support	tel aviv a large-scale campaign urging president donald trump to put pressure on qatar including imposing economic sanctions if necessary is being launched monday by a u.s.-based interfaith group.
man bombs kindergarten in china killing 8 wounding 65	a 22-year-old man detonated an improvised explosive device ied) or homemade bomb at a nursery in the eastern chinese city of xuzhou killing nine including the assailant and injuring about 65 others.
iran launches missiles into syria for tehran attacks	tehran iran iran’s revolutionary guard said sunday it launched missiles into eastern syria targeting islamic state militants in response to an attack on iran’s parliament and a shrine in tehran warning that it would similarly retaliate on anyone else carrying out attacks in iran.
anti-israel u.n body assigns privacy expert to review u.s terror laws	the united nations human rights council a body u.s ambassador nikki haley has repeatedly criticized for its anti-israel bias and questionable membership is sending a controversial privacy expert to the u.s to analyze and critique privacy rights and anti-terror laws under president trump.
us shoots down syrian aircraft for first time	washington ap the u.s military on sunday shot down a syrian air force fighter jet that bombed local forces aligned with the americans in the fight against islamic state militants an action that appeared to mark a new escalation of the conflict.
world view hamas islamic state argue over who gets credit for killing female israeli officer	contents three palestinians shot dead after killing female israeli officer hamas isis argue over who gets credit for killing female israeli officer
senate republicans hope to question loretta lynch on conduct in clinton email case	new york senate republicans are eying the possibility of seeking testimony from former attorney general loretta lynch over possible wrongdoing with regard to the fbi’s criminal investigation into hillary clinton’s emails.
pictures hezbollah terrorist flag flies high as anti-israel al-quds march takes over london’s streets	the annual anti-israel al-quds day rally took to the streets of london on sunday with the flag of the terrorist group hezbollah prominent among the marchers.
pa wants unesco to claim hebron’s tomb of the patriarchs as a palestinian heritage site	the palestinian authority pa is requesting from the unesco world heritage committee whose annual meeting will take place on july 1 in krakow poland to register the old city of hebron—including its cave of the patriarchs—as a palestinian world heritage site.
kenya looks to israel for agricultural expertise	as israeli ambassador yahel vilan ends his two-year posting kenya is suffering from drought and food insecurity and has been forced to import food.
report pitzer college overturns boycott israel student resolution	the pitzer college board of trustees announced on friday that following careful consideration, it had decided to rescind…and declare…to be of no effect a student government vote held during passover to add an anti-israel boycott into its bylaws.
watch thousands attend funeral of policewoman murdered in jerusalem terrorist attack	thousands of people paid their last respects just after midnight sunday morning to a border guard killed in a jerusalem terror attack friday remembering staff sgt hadas malka as a fighter who loved people.”
report israel saudis discuss establishing economic ties	israel and saudi arabia have reportedly been holding talks to establish economic ties according to british newspaper the times which cited american and arab sources in its report.
u.n report blames israel for palestinian men beating their wives	a new report by a united nations expert and submitted to the u.n human rights council blames israel in part for palestinian men beating their wives offering more fuel to those in the trump administration seeking to leave the
palestinian factions hail deadly jerusalem terrorist attack praise be to the pure martyrs’	palestinian factions and terrorist groups hailed an attack carried out by three terrorists that killed a female israeli police officer in jerusalem on friday and wounded others nearby.
islamic state publishes pictures claiming control over parts of sinai	tel aviv wilyat sinai the egyptian branch of the islamic state organization has published propaganda photos purportedly of everyday life in areas of the sinai peninsula under is control.
world view djibouti eritrea border clash looms after qatar withdraws peacekeepers	contents djibouti eritrea border clash looms after qatar withdraws peacekeepers tiny djibouti tries to survive surrounded by big neighbors
kremlin makes dubious claim it killed islamic state chief al-baghdadi	russia may have executed the ruthless and elusive leader of the islamic state isis/isil terrorist group abu bakr al-baghdadi in syria back in may the kremlin’s military claimed in a far from definitive statement.
erdogan condemns u.s for bodyguard warrants over may beating what kind of law is this?’	in remarks from ankara on thursday turkish president recep tayyip erdogan was harshly critical of the u.s arrest warrants for twelve of his bodyguards.
7 castro victims and cuban heroes invited to trump’s cuba announcement	president trump’s announcement of policy revisions toward cuba in which many strings on the castro regime loosened by president barack obama were tightened again was attended by a number of notable cuban dissidents and victims of castro violence.
with brothers to the rescue nod trump takes subtle jab at clintons	in a heart-wrenching address to the cuban exile community president donald trump announced in miami friday a reversal of obama-era policy that significantly emboldened the castro regime.
u.s navy destroyer fitzgerald collides with philippine-flagged merchant ship near japan	the u.s navy destroyer fitzgerald collided with a philippine merchant vessel at approximately 2:30 a.m local time on friday while operating about 56 nautical miles southwest of yokosuka japan.
north korea calls international sanctions disgraceful, hijacks russian yacht	even as north korea’s outlaw regime fumed that international sanctions against its missile and nuclear programs are unreasonable and disgraceful north korean forces have reportedly hijacked a russian yacht.
report marines nude photo-sharing scandal suspect facing court-martial another discharged	a marine corps service member is facing a court-martial while another has been discharged following the marines united nude photo-sharing scandal.
watch cuban violinist performs u.s national anthem at trump speech	president donald trump delivered an address in miami friday honoring the suffering of the cuban exile community following the 1959 communist revolution and announcing new american policies to corner and weaken the castro regime.
‘mercenaries, right-wing terrorists’ cuba lashes out at trump’s human rights first policy	the cuban propaganda newspaper granma the official state newspaper has published a scathing condemnation of president trump’s upcoming announcement of a new pro-human rights policy towards the island’s communist dictatorship.
trump drops truth bombs on cuba regime policies	president donald trump offered the most forthright criticism of cuba since john f kennedy when he addressed a crowd in miami ahead of signing an executive order reversing the obama administration’s policy of normalization.
in miami trump applauds cuban victims of communism now we hold the cards’	in miami the heart of america’s cuban exile community president donald trump sounded the death knell of predecessor barack obama’s normalization policy towards cuba vowing, we will not be silent in the face of communist oppression any longer. opening with
marco rubio president trump will empower the people of cuba not communist leaders	florida senator marco rubio praised donald trump for empowering the cuban people by reversing some of former president barack obama’s diplomatic concessions with the castro brothers.
house witness on libya moscow’s foothold in libya is growing’	moscow’s foothold in war-devastated libya is growing as russian president vladimir putin increasingly supports former gen khalifa haftar the leader of the opposition to the united nations-backed government of national accord gna) an expert on russian foreign policy tells a house panel.
patrick k o’donnell on the oss’s founding of the navy seals green berets and cia	patrick k o’donnell author and military historian spoke with breitbart news daily siriusxm host raheem kassam on friday regarding the 75th anniversary of the founding of the office of strategic services oss) the predecessor to the cia which also formed the
in cuba’s communist economy only the military profit from tourism	in a foreign policy speech on friday president donald trump is set to announce changes in the united states relationship with cuba including increased travel restrictions and an effort to stop foreign aid going to repressive members of the cuban
john bolton ordeal of american hostage otto warmbier demonstrates north korean brutality and mendacity’	on friday’s breitbart news daily former u.n ambassador john bolton reacted to breaking news that russia claims to have killed islamic state leader abu bakr al-baghdadi in an airstrike then moved on to discuss north korea’s release of american hostage otto warmbier and the current state of u.s relations with cuba.
iran deal salesman ben rhodes trump’s pro-human rights cuba policy will fail’	former obama deputy national security adviser ben rhodes is not happy with president trump’s moves to reverse obama’s normalization of cuba and has penned an article in the atlantic in which he claims it will fail and calls it the last illogical gasp of a strain of american politics with a 50-year track record of failure.”
europe’s jihad epidemic stats show arrests increasing prison sentences falling	the latest eu terrorism situation and trend report te-sat reveals the number of jihadist terrorists being arrested sharply increased in 2016 but their prison terms are only getting shorter prepared by europol the bloc’s supra-national law enforcement agency the report
cuba bans dissident leader from attending trump miami speech	the government of cuba has banned one of the country’s most high-profile anti-communist dissidents ladies in white coordinator berta soler from traveling to florida to attend president donald trump’s national address on america’s policy toward the island prison.
world view united nations peacekeeping force in darfur sudan to be cut almost in half	contents united nations peacekeeping force in darfur sudan to be cut almost in half violence continues as before in darfur brief generational history of the darfur civil war in sudan
otto warmbier family obama did not do enough to rescue him from north korea	the family of former north korean hostage otto warmbier blasted the obama administration for its handling of his plight in a press conference on thursday as his doctors spoke of extensive brain damage and appeared to dismiss pyongyang’s claims he was felled by botulism.
trump’s cuba policy reform less money for cuban military more toward the cuban people’	president donald trump is set to announce changes in united states policy toward cuba on friday including renewed travel restrictions and efforts to prevent the flow of funds to the repressive members of the cuban military government.”
london mayor khan slammed by jewish groups over refusal to ban anti-israel al-quds march	london’s mayor sadiq khan has been slammed by members of the capital’s jewish community over his refusal to ban sunday’s anti-israel al-quds day march and its traditional display of flags supporting the hezbollah terrorist organization.
report palestinian authority blocks hamas news sites	the palestinian government in the west bank has blocked 11 news websites affiliated with hamas and other political rivals critical of president mahmoud abbas.
jesuit scholar islamic extremists are the true muslims	islamic extremists who carry out acts of terror are simply applying what their faith requires of them according to jesuit father henri boulad an islamic scholar of the egyptian greek melkite rite.
rivlin world should recognize golan heights as integral part of jewish state	as israel marked the fiftieth anniversary of its military victory in the golan heights during the six day war president reuven rivlin called thursday for global recognition of israeli rule there saying the northern territory is essential to the survival of the jewish state.
john kerry middle east leaders called on u.s to bomb iran	former secretary of state john kerry lobbied for the iran nuclear deal on wednesday by saying it helped the u.s avoid armed conflict and that leaders of some middle east countries wanted the u.s to attack iran.
israeli ambassador obama administration propaganda campaign manufactured alternative universe on iran	an alternative universe was created to sell the iran nuclear deal to the american people israeli ambassador to the us ron dermer said on wednesday.
israeli defense minister we’ve never been closer to arrangement with moderate arab countries’	israeli defense minister avigdor lieberman offered an optimistic outlook on thursday regarding his country’s efforts to forge better ties with its neighbors.
report pentagon to send almost 4,000 more american troops to afghanistan	the pentagon will send almost 4,000 additional american troops to afghanistan in order to break a stalemate in a 16-year-long war according to the associated press citing a trump administration official.”
jihad-friendly qatar may have inspired former gitmo detainees to return to terror	former president barack obama’s administration in exchange for deserter bowe bergdahl transferred five high-level taliban prisoners from the u.s military prison in guantánamo bay to qatar known for its islamic terrorist-friendly environment.
pentagon u.s will act against iran-backed syria militias only in self-defense’	the u.s.-led coalition does not seek to offensively fight against the iran-backed shiite militias in syria who recently fired on american troops for the first time but it is ready to defend itself if they attack a pentagon spokesman tells breitbart news.
qatar 12 billion fighter jet deal demonstrates deep-rooted american support’	on wednesday secretary of defense james mattis signed a deal to sell 12 billion worth of american f-15 fighter jets to qatar which is currently undergoing a severe diplomatic breach with other arab nations and has been called into account for its support of terrorism by president donald trump.
venezuelan police run over and torture 14-year-old boy with tank	a 14-year-old boy was run over and tortured by an armored vehicle driven by the venezuelan national guard in the city of mérida according to opposition politician jos manuel olivares.
11 photos that show the human rights failures of obama’s cuba policy	as president donald trump prepares to unveil his administration’s diplomatic policy towards cuba expected to repeal reforms that had made it easier for americans to give money to the repressive castro regime corporations and lobbyists that have benefitted from obama’s normalization have gone into attack mode.
how russia probe exposes loretta lynch for possible wrongdoing in clinton email case	in the course of the investigation into alleged russian interference in the 2016 presidential election serious questions have been raised about the possibility that former attorney general loretta lynch may have engaged in wrongdoing with regard to the fbi’s criminal investigation into hillary clinton’s emails.
international criminal court demands immediate arrest of saif al-islam qaddafi	moammar qaddafi’s son saif al-islam recently released from half a decade of captivity by a libyan militia group has hit a major stumbling block in his bid to become a unifying figure for war-torn libya the international criminal court wants him arrested and hauled before a war crimes trial in the hague.
cuban dissidents on trump policy without a doubt a positive step for us’	cuban dissident leaders who protested president barack obama’s normalization concessions to the castro regime are eagerly awaiting president donald trump’s anticipated rollback of these reforms expecting trump to be fair to dissidents and the exile community.”
as trump prepares policy shift human rights groups clash with pro-cuba interests	president donald trump is expected to announce a restructuring of american policy towards cuba in florida on friday.
fbi 33,000 criminal gangs 1.4 million members active in u.s.	the federal bureau of investigation fbi website content devoted to criminal gangs operating in the united states includes staggering figures about these groups presence and criminal activities across the country.
mother of american held hostage in venezuela hopeful following otto warmbier release	the mother of an american man wrongfully imprisoned in venezuela says she is hopeful the trump administration may soon secure the release of her son after the return of 22-year-old student otto warmbier to the united states this week from north korea.
islamic state in philippines recruits child soldiers promises islamic education to poor parents	in a breathtaking interview with the local philippine outlet rappler a former jihadist with the nation’s maute terrorist group recalls his recruitment as a child when maute leaders offered his parents a shot at an islamic education.
facebook will use artificial intelligence to police extremist content	facebook will start using artificial intelligence to find and remove extremist content from the platform according to an official blog post.
report palestinians plan to cheat trump keep paying terrorists families	the reuters news agency has reported that the palestinian authority pa intends to continue paying stipends to families of terrorists despite assurances that pa president mahmoud abbas reportedly made to u.s secretary of state rex tillerson.
top u.s jewish leader praises trump for slamming abbas over incitement lies	tel aviv president donald trump’s dressing down of palestinian authority president mahmoud abbas over his lies about incitement has finally brought the issue to light a top american jewish leader told the algemeiner this week.
anger erupts on social media after egypt approves transfer of islands to saudi control	tel aviv the egyptian parliament on wednesday approved the transfer of the two islands tiran and sanafir to saudi control prompting some in egypt to respond with anger.
tillerson trump undecided about u.s embassy move to jerusalem	tel aviv president donald trump is still undecided about whether to move the u.s embassy in israel from tel aviv to jerusalem contradict earlier assurances from the white house the move will certainly happen at some point secretary of state rex tillerson said on wednesday.
rep gohmert violence is no surprise when you’ve got people stabbing the president multiple times beheading the president’	rep louie gohmert r-tx joined siriusxm host raheem kassam on thursday’s breitbart news daily to talk about wednesday’s shooting attack on the republican congressional baseball game practice in virginia.
richard dawkins islam is the most evil religion in the world’	professional atheist richard dawkins told an audience this week that islam is the most evil religion in the world, and therefore must be combatted.
cameroonian prelates cite obscure diabolical forces behind bishop’s murder	the catholic bishops of cameroon have called for a complete investigation into the mysterious death of bishop jean marie benoît balla behind which they see obscure diabolical forces.”
pope francis appoints oxford philosopher who supports abortion to vatican pro-life academy	pope francis has appointed a philosopher to his pontifical academy for life who has said the legal limit for abortion should be 18 weeks.
dennis rodman gifts north korea a copy of trump’s art of the deal’	eccentric basketball star dennis rodman arrived in north korea for his latest visit on tuesday and promptly captured the rapt attention of american media by presenting dictator kim jong-un with a copy of donald trump’s 1987 book the art of the deal.”
world view australia will pay 100k each to asylum seekers in manus island immigration camp	contents australia will pay 100k each to asylum seekers in manus island immigration camp the manus refugees future is still undecided except for those coming to the us
threatened by muslim migrant wave and low birth rates lebanon’s christians fear ramadan jihad	christians in lebanon a country established as a sanctuary for the persecuted religious minority group in the middle east have lost most of their lands and majority status to muslims placing their future in peril breitbart news learned from some representatives of lebanese christian political parties.
netanyahu praises switzerland netherlands for cutting funds to anti-israel ngos inciting violence	israeli prime minister benjamin netanyahu lauded the leaders of switzerland and the netherlands on wednesday following their decisions to halt funding for palestinian ngos involved in incitement.
amid gulf crisis u.s and qatar agree on f-15 fighter sale	us secretary of defense jim mattis and his qatari counterpart khalid al-attiyah signed a letter of agreement wednesday for a 12-billion sale of us-manufactured f-15 fighters the pentagon said.
jail threatened for egyptian parents who give children western names’	parents in egypt who give their newborn children western”names such as diana” peter or mark could soon face fines and/or imprisonment under new legislation being considered in the country.
new zealand reaffirms support for anti-israel un security council resolution	a day after officials in jerusalem said israel and new zealand agreed to end their diplomatic spat surrounding wellington’s co-sponsoring of an anti-settlements resolution at the united nations the country’s leader rejected any suggestion that patching the rift equaled pulling support for the measure.
jordanian movie theater apologizes for screening wonder woman starring israeli actress	a popular movie theater in jordan’s capital amman apologized wednesday for screening wonder woman and pulled additional showings of the superhero movie because it stars israeli gal gadot.
israeli president hosts muslim leaders for iftar dinner	israeli president reuven rivlin on monday hosted domestic muslim leaders and foreign diplomats from muslim countries at his residence in jerusalem for a traditional iftar meal marking the end of a day of the month-long ramadan fast.
ayaan hirsi ali to congress political islam incompatible with the u.s constitution’	political islam focused on establishing an unfree society ruled by strict sharia law is fundamentally incompatible with the u.s constitution and the overall foundation of the american way of life, declared ayaan hirsi ali an expert at the hoover institution think tank during a senate panel hearing.
russia may have turned the corner in demographic crisis	russia’s demographic crisis was put in stark terms by ilan berman in a moscow times editorial on tuesday as he quoted a report from russia’s statistics agency that spoke of extinction.”
watch palestinian authority tv visits home of jailed terrorist murderer of 14 and recipient of 150k in rewards	jerusalem the palestinian authority’s official television network broadcast a special edition of a tv show from the home of an imprisoned terrorist responsible for least five attacks on israeli civilians killing 14 including a baby and praised him for bringing pride and honor to the palestinian people.
egypt pressing hamas to accept fatah strongman mahmamed dahlan’s involvement in gaza	the egyptian government has been pressuring the leaders of hamas to accept the official involvement of fatah strongman mohammed dahlan in the gaza strip an arab intelligence source told breitbart jerusalem.
hamas to increase deployment along egypt-gaza border	a delegation of hamas leaders currently visiting egypt reached a new understanding with egyptian officials regarding security arrangements along the border between sinai and the gaza strip a knowledgeable source within hamas has told breitbart jerusalem.
china applauds dennis rodman trip to north korea surely a positive move’	the chinese foreign ministry has welcomed basketball player dennis rodman’s fifth visit to north korea responding that both his presence there and the release of american citizen otto warmbier on tuesday were surely a positive move.”
white house release of u.s citizen imprisoned in north korea a big priority for trump	american officials have confirmed that the release of otto warmbier a u.s citizen imprisoned in a labor camp in north korea for hostile acts against the communist state resulted from high-level diplomacy and was a big priority for president donald trump.
u.n declares russia’s de-escalation plan for syria a failure	a united nations investigation found russia’s much-ballyhooed plan for de-escalation zones in syria has produced woefully inadequate results in a report delivered to the human rights council on wednesday.
donald trump gives defense secretary james mattis authority to change troop levels in afghanistan	defense secretary james mattis confirmed wednesday that president trump has directed him to set u.s troop levels in afghanistan undoing restrictions placed by former president obama.
southern poverty law center admits shooter liked its facebook page doesn’t retract repeated attacks on rep scalise	as details about the man who shot gop lawmakers and staff as they practiced for a charity baseball game emerge the southern poverty law center which continually attacks conservatives and conservative organizations as being hate groups issued a statement about the shooter having liked its facebook page.
philippines confirms u.s boots on the ground in marawi no combat for americans	following a confirmation that americans were playing a role in the fight against the islamic state isis) military officials have now clarified that u.s troops are on the ground in southern marawi though not allowed to fight.”
man disguised in a burka allegedly lured boy from mosque before raping murdering him	a man disguised in a burka allegedly lured an 11-year-old boy from a mosque before raping and murdering him.
nikki haley blasts u.n human rights office for unfair bias against israel in latest report	u.s ambassador to the united nations nikki haley has blasted a new u.n report that attacks israeli actions in the middle east in what she says is the latest sign of the u.n.’s unfair bias in how it handles the israeli-palestinian conflict.
the nuclear option sessions schools trump/russia conspiracy theorists on hill	attorney general jeff sessions came out swinging tuesday blasting his former colleagues in the u.s senate for their sham investigation into these loony accusations that somehow mr sessions conspired with russians to rig last year’s election.
iran declares its military units the most important regional forces fighting terrorism’	iran continued lashing out at the united states and saudi arabia following last wednesday’s gun and bomb attacks against the parliament and the ayatollah khomeini shrine in tehran in which a dozen people were killed.
tancredo plenty of hate speech out there left owns it and results of it	on june 5 msnbc commentator thomas roberts suggested trump is deliberately provoking another terrorist attack on the united states so he can prove himself right about radical islamists roberts suggested trump doesn’t care about the consequences of his policies as long as he profits politically this venomous charge was widely reported.
palestinian official vows to continue paying terrorists defying u.s.	the palestine liberation organization is still paying wages to convicted terrorists imprisoned in israel a palestinian official confirmed wednesday contradicting comments by us secretary of defense rex tillerson that the provocative policy is being stopped.
saudi paper qatari extremist finances terrorist groups in yemen	in light of the political escalation between qatar and the gulf states resulting from the severing of ties between several arab countries led by saudi arabia and qatar the saudi media outlet al arabiya has claimed one man serves as the qatari engineer of the financing of terror in yemen.
venezuelan bishops and president maduro vie for pope’s backing in showdown	in a major stand-off between venezuelan dictator nicolás maduro and the catholic bishops of the country both groups have appealed to pope francis for his support and mediation of the conflict.
scott uehlinger reality winner is the canary in the coal mine for intel leaks by brainwashed youth’	former cia officer scott uehlinger host of the station chief podcast discussed attorney general jeff sessions testimony before the senate intelligence committee and the dangers of politically motivated intelligence leaks on wednesday’s edition of breitbart news daily.
russia detains over 1,000 anti-putin protesters ignoring u.s calls to release	russian opposition leader alexei navalny got the massive demonstrations against corruption he wanted on monday along with a fresh stint in jail he probably expected central moscow was jammed with demonstrators yelling putin is a thief! and russia without putin!”
